category,page,index,link,brand_name,product_name,gift,price,volume,bottle_type,ingredients
로션 > 로션,5,1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207456&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=97,닥터지,닥터지 레드 블레미쉬 포 맨 올인원 톤 로션,젠틀폼 30ml,32000,50ml,,
로션 > 로션,5,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208029&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=98,포엘리에,포엘리에 옴므 시카 트러블 진정 남자 로션,,19600,145ml,,
로션 > 로션,5,3,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208721&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=99,스콧해미쉬,스콧해미쉬 블루 블렌디드 로션 에센스,,55000,180ml,,
로션 > 로션,5,4,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208724&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=100,리쥬란,리쥬란 리커버 힐러 부스팅 젤,,45000,200ml,,
로션 > 로션,5,5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208897&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=101,아이디얼,아이디얼 포 맨 퍼펙트 탄력 로션 150mL,,25000,,,
로션 > 로션,5,6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209130&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=102,로레알파리,로레알파리 맨 이드라파워 수분 올인원  단품,,28000,50ml,,
로션 > 로션,5,7,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209713&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=103,더페이스샵,더페이스샵 더젠틀포맨 안티에이징 로션,,23000,135ml,,
로션 > 로션,5,8,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209726&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=104,더페이스샵,더페이스샵 더 블랙밤 로션,,26000,130ml,,
로션 > 로션,5,9,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210949&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=105,운스트라움,운스트라움 디 오리진 로션,,24000,150ml,,
로션 > 로션,5,10,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211493&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=106,설화수,설화수 맨 본윤유액,,52000,90ml,,
로션 > 로션,5,11,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211930&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=107,LBB,LBB 올 데이 케어 인 로션,,68000,50ml,,
로션 > 로션,5,12,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213387&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=108,더마라인,더마라인 디렉소 PDRN 솔루션 액티빙 에멀전,,55000,200ml,,
로션 > 로션,5,13,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213951&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=109,연작,연작 카밍 앤 컴포팅 에멀전,,45000,125ml,,
로션 > 로션,5,14,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214141&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=110,키엘,키엘 칼렌듈라 스킨수딩 앤 스테빌라이징 에멀젼,,70000,125ml,,
로션 > 로션,5,15,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000215197&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=111,그라운드플랜,그라운드플랜 젤모이스처,,41000,110ml,,
로션 > 로션,5,16,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216470&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=112,마몽드,마몽드 프로바이오틱스 세라마이드 에멀젼,,26000,150ml,,
로션 > 로션,5,17,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217328&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=113,에스트라,에스트라 아토베리어365 로션,150ML 리필 파우치 + 에이시카 세럼 3ML,53400,150ml,,
로션 > 로션,5,18,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000221831&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=114,설화수,설화수 자음유액EX,,78000,125ml,,
로션 > 로션,5,19,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222834&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=115,에스트라,에스트라 아토베리어365 로션,하이드로에센스 25ml + 세라-히알 속수분 앰플 7ml,33000,150ml,,
로션 > 로션,5,20,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000011087&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=116,엠도씨,엠도씨 릴리프 에센스 에멀젼,,22000,100ml,,
로션 > 로션,5,21,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000014089&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=117,케어존,케어존 피큐어 포어 튜닝 에멀전 EX,,27000,170ml,,
로션 > 로션,5,22,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000125845&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=118,눅스,눅스 맨 애프터쉐이브 수딩 밤,,33000,50ml,,
로션 > 로션,5,23,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000128322&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=119,닥터자르트,닥터자르트 컨트롤에이 티트리먼트 모이스처라이저,,48000,100ml,,
로션 > 로션,5,24,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000129772&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=120,피지오겔,피지오겔 레드수딩 AI 진정보습 로션,,25000,100ml,,
로션 > 로션,6,1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000140891&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=121,미프,미프 리페어 앤 리프팅,,32000,,,
로션 > 로션,6,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164475&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=122,플리프,플리프 시카-알로에 프레쉬 로션,50ml 증정,24000,200ml,,
로션 > 로션,6,3,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171034&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=123,이지에프올로지,이지에프올로지 인헨싱 밸런싱 로션,,63000,50ml,,
로션 > 로션,6,4,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179965&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=124,MAC,MAC 라이트풀 C3 래디언트 하이드레이션 스킨 리뉴얼 에멀전,,65000,,,
로션 > 로션,6,5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185157&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=125,라끄베르,라끄베르 옴므 리차지 시카 에멀전,,16000,180ml,,
로션 > 로션,6,6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189631&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=126,컴포트존,컴포트존 서브라임 스킨 넥&데콜테 플루이드,,129000,60ml,,
로션 > 로션,6,7,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203070&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=127,피지오겔,피지오겔 DMT 페이셜 로션,,38000,200ml,,
로션 > 로션,6,8,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222740&dispCatNo=1000001000100160001&t_page=카테고리관&t_click=로션_전체__상품상세&t_number=128,마몽드,마몽드 맨 리차징 로션,,20000,150ml,,
